کد,عنوان,مشخصه فنی,ماهیت کالا,واحد سنجش (اصلی),مانده از قبل (اصلی),ابتدای دوره (اصلی),ورودی (اصلی),خروجی (اصلی),مانده (اصلی),تعداد در بسته,کد.1,آدرس,Unnamed: 13,کد جدید,نام,تعداد در بسته.1
248001002,جا ادویه گلدار هما طوسی,,محصول نهایی,بسته,0,0,0.111112,0.111112,0,18,2480010,https://ashkanplastic.com/product/2480010/,,6233510,سبد میوه چهارگوش اپل تاپ کوچک,72
248001007,جا ادویه گلدار هما کرپ,,محصول نهایی,بسته,0,0,0.444445,0.444445,0,18,2480010,https://ashkanplastic.com/product/2480010/,,6200610,سبد میوه دو دسته 1,48
360801010,جا اسکاجی آویز تکی الوان,,محصول نهایی,بسته,0,172,536,610,98,48,3608010,https://ashkanplastic.com/product/3608010/,,6200612,سبد میوه دو دسته 2,36
360801002,جا اسکاجی آویز تکی طوسی,,محصول نهایی,بسته,0,0,9.75,9.75,0,48,3608010,https://ashkanplastic.com/product/3608010/,,6200614,سبد میوه دو دسته 3,30
369701010,جا اسکاجی دو قلو حصیری الوان,,محصول نهایی,بسته,0,0,0.125,0.125,0,,3697010,https://ashkanplastic.com/product/3697010/,,6230110,سبد میوه گرد اپل تاپ,72
361701010,جا اسکاجی دو قلوی سیب الوان,,محصول نهایی,بسته,0,54,348,401,1,48,3617010,https://ashkanplastic.com/product/3617010/,,6290020,سبد میوه یخچالی,24
361701001,جا اسکاجی دو قلوی سیب صورتی,,محصول نهایی,بسته,0,0,0.729166,0.729166,0,48,3617010,https://ashkanplastic.com/product/3617010/,,6495010,سبد نظم دهنده طبقاتی پارمیس 3,24
361701002,جا اسکاجی دو قلوی سیب طوسی,,محصول نهایی,بسته,0,0,0.1875,0.1875,0,48,3617010,https://ashkanplastic.com/product/3617010/,,6190016,سبدرخت 10000 بامبو,6
361701009,جا اسکاجی دو قلوی سیب وانیلی,,محصول نهایی,بسته,0,0,0.020833,0.020833,0,48,3617010,https://ashkanplastic.com/product/3617010/,,2499140,ست جا ادویه چوبی گرد دلسا,18
419001010,جا تخم مرغی 15 خانه مزرعه الوان,,محصول نهایی,کارتن,0,0,362,70,292,18,4190010,https://ashkanplastic.com/product/4190010/,,2440010,ست جا ادویه دایانا,18
419001003,جا تخم مرغی 15 خانه مزرعه سفید,,محصول نهایی,کارتن,0,132,0,132,0,18,4190010,https://ashkanplastic.com/product/4190010/,,2899010,ست ظروف کریستال دلسا 3 عددی,8
419001008,جا تخم مرغی 15 خانه مزرعه شفاف,,محصول نهایی,کارتن,0,125,0,32,93,18,4190010,https://ashkanplastic.com/product/4190010/,,2279010,سرویس پارچ و لیوان گلرو,24
419001002,جا تخم مرغی 15 خانه مزرعه طوسی,,محصول نهایی,کارتن,0,190,0.055556,190.055556,0,18,4190010,https://ashkanplastic.com/product/4190010/,,2439111,سرویس جا ادویه گرد اپل تاپ 3 عددی,48
419001007,جا تخم مرغی 15 خانه مزرعه کرپ,,محصول نهایی,کارتن,0,0,0.444444,0.444444,0,18,4190010,https://ashkanplastic.com/product/4190010/,,2439510,سرویس جا ادویه مربع اپل تاپ (3عددی),48
419001017,جا تخم مرغی 15 خانه مزرعه موکا,,محصول نهایی,کارتن,0,52,0,52,0,18,4190010,https://ashkanplastic.com/product/4190010/,,2639510,سرویس جاحبوباتی گرد اپل تاپ(2عددی),36
379001010,جا صابونی آنالیا الوان,,محصول نهایی,بسته,0,114,116,160,70,96,3790010,https://ashkanplastic.com/product/3790010/,,2639110,سرویس جاحبوباتی گرد اپل تاپ(4عددی),18
379001004,جا صابونی آنالیا آبی,,محصول نهایی,بسته,0,0,0.010417,0.010417,0,96,3790010,https://ashkanplastic.com/product/3790010/,,2639520,سرویس جاحبوباتی مربع اپل تاپ(4عددی),18
371091010,جا صابونی سیب شفاف الوان,,محصول نهایی,بسته,0,205,437,460,182,72,3710910,https://ashkanplastic.com/product/3710910/,,1209710,سرویس چلو (4عددی) تک رنگ,6
371091007,جا صابونی سیب شفاف کرپ,,محصول نهایی,بسته,0,0,0.013889,0.013889,0,72,3710910,https://ashkanplastic.com/product/3710910/,,3199510,"سرویس فریزری 4 پارچه سانا مدل 802
",24
379001410,جا صابونی نگین دار الوان,,محصول نهایی,بسته,0,82,182,191,73,96,3790014,https://ashkanplastic.com/product/3790014/,,3169810,سرویس فریزری دورنگ روشا (4عددی),12
409001010,جا قاشقی آویز گشنیز الوان,,محصول نهایی,بسته,0,0,0.027778,0.027778,0,30,4090010,https://ashkanplastic.com/product/4090010/,,3169812,سرویس فریزری دورنگ روشا (5عددی),12
409001001,جا قاشقی آویز گشنیز صورتی,,محصول نهایی,بسته,0,59,0.055556,35.055556,24,30,4090010,https://ashkanplastic.com/product/4090010/,,3150010,سرویس فریزری شاندیز 1و2,24
409001002,جا قاشقی آویز گشنیز طوسی,,محصول نهایی,بسته,0,0,0.472223,0.472223,0,30,4090010,https://ashkanplastic.com/product/4090010/,,3159010,سرویس فریزری شاندیز 4 عددی,12
409001007,جا قاشقی آویز گشنیز کرپ,,محصول نهایی,بسته,0,15,0.083334,15.083334,0,30,4090010,https://ashkanplastic.com/product/4090010/,,3199410,"سرویس فریزری قفلی 3 پارچه سفری مدل 902
",24
409001009,جا قاشقی آویز گشنیز وانیلی,,محصول نهایی,بسته,0,0,0.027778,0.027778,0,30,4090010,https://ashkanplastic.com/product/4090010/,,3172410,سرویس فریزری گلرو مینی (2 عددی),60
401001010,جا قاشقی آویز لوکس سیب الوان,,محصول نهایی,بسته,0,0,0.233333,0.233333,0,30,4010010,https://ashkanplastic.com/product/4010010/,,3171410,سرویس فریزری گلرو نقلی (3 عددی),72
401001001,جا قاشقی آویز لوکس سیب صورتی,,محصول نهایی,بسته,0,25,0.166666,23.166666,2,30,4010010,https://ashkanplastic.com/product/4010010/,,3179410,سرویس فریزری مستطیل گلرو(3عددی),12
401001002,جا قاشقی آویز نیکا طوسی,,محصول نهایی,بسته,0,0,390,299,91,30,4010010,https://ashkanplastic.com/product/4010010/,,3179412,سرویس فریزری مستطیل گلرو(4عددی),12
401001007,جا قاشقی آویز نیکا کرپ,,محصول نهایی,بسته,0,1,195.066667,126.066667,70,30,4010010,https://ashkanplastic.com/product/4010010/,,8819010,سرویس قیف 3 عددی,60
401001017,جا قاشقی آویز نیکا موکا,,محصول نهایی,بسته,0,0,471,379,92,30,4010010,https://ashkanplastic.com/product/4010010/,,3469715,سرویس کاسه روشا 2 و 3,48
401001009,جا قاشقی آویز نیکا وانیلی,,محصول نهایی,بسته,0,0,105,33,72,30,4010010,https://ashkanplastic.com/product/4010010/,,8039010,سرویس لگن اپل تاپ (4عددی),6
408701010,جا قاشقی دو پارچه هما الوان,,محصول نهایی,بسته,0,28,1.083333,28.083333,1,24,4087010,https://ashkanplastic.com/product/4087010/,,7238010,سطل پدالی تک جداره اپل تاپ,6
401701002,جا قاشقی دو جداره سیب طوسی,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,,4017010,https://ashkanplastic.com/product/4017010/,,7237010,سطل پدالی دوجداره اپل تاپ,6
401001201,جا قاشقی سه خانه سیب صورتی,,محصول نهایی,بسته,0,1,0.111111,0.111111,1,36,4010012,https://ashkanplastic.com/product/4010012/,,7300010,سطل شیر 12 لیتری دسته فلزی,12
401001202,جا قاشقی سه خانه سیب طوسی,,محصول نهایی,بسته,0,35,51,60,26,36,4010012,https://ashkanplastic.com/product/4010012/,,7300012,سطل شیر16 لیتری دسته فلزی,12
401001207,جا قاشقی سه خانه سیب کرپ,,محصول نهایی,بسته,0,1,85,20,66,36,4010012,https://ashkanplastic.com/product/4010012/,,7100918,سطل مدرج همه کاره (12 لیتری) شفاف,12
401001217,جا قاشقی سه خانه سیب موکا,,محصول نهایی,بسته,0,32,82,50,64,36,4010012,https://ashkanplastic.com/product/4010012/,,7100920,سطل مدرج همه کاره (16 لیتری) شفاف,6
401001209,جا قاشقی سه خانه سیب وانیلی,,محصول نهایی,بسته,0,33,58,26,65,36,4010012,https://ashkanplastic.com/product/4010012/,,7100910,سطل مدرج همه کاره (2 لیتری) شفاف,48
674001010,جا کاغذی دایانا الوان,,محصول نهایی,بسته,0,122,0,52,70,24,6740010,https://ashkanplastic.com/product/6740010/,,7100922,سطل مدرج همه کاره (20 لیتری) شفاف,6
674001001,جا کاغذی دایانا صورتی,,محصول نهایی,بسته,0,0,0.291667,0.291667,0,24,6740010,https://ashkanplastic.com/product/6740010/,,7100924,سطل مدرج همه کاره (25 لیتری) شفاف,6
429004010,جا کره ای چوبی دلسا,,محصول نهایی,کارتن,0,200,0,5,195,36,4290040,https://ashkanplastic.com/product/4290040/,,7100912,سطل مدرج همه کاره (3 لیتری) شفاف,48
429001010,جا کره ای هما الوان,,محصول نهایی,بسته,0,320,204.458334,434.458334,90,48,4290010,https://ashkanplastic.com/product/4290010/,,7100914,سطل مدرج همه کاره (5 لیتری) شفاف,12
429001001,جا کره ای هما صورتی,,محصول نهایی,بسته,0,0,0.291667,0.125,0.166667,48,4290010,https://ashkanplastic.com/product/4290010/,,7100916,سطل مدرج همه کاره (7 لیتری) شفاف,12
429001002,جا کره ای هما طوسی,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,48,4290010,https://ashkanplastic.com/product/4290010/,,7100911,سطل مدرج همه کاره 1.5 لیتری شفاف,48
429001007,جا کره ای هما کرپ,,محصول نهایی,بسته,0,0,0.020833,0.020833,0,48,4290010,https://ashkanplastic.com/product/4290010/,,7100530,سطل مربع سه لیتری پلمپ,24
391001010,جا لوازم التحریر سیب الوان,,محصول نهایی,بسته,0,285,0,66,219,48,3910010,https://ashkanplastic.com/product/3910010/,,7100540,سطل مربع هشت لیتری پلمپ,12
391001001,جا لوازم التحریر سیب صورتی,,محصول نهایی,بسته,0,0,0.020833,0.020833,0,48,3910010,https://ashkanplastic.com/product/3910010/,,7025010,سطل نخل بزرگ اشکان,12
391001007,جا لوازم التحریر سیب کرپ,,محصول نهایی,بسته,0,0,0.083333,0.083333,0,48,3910010,https://ashkanplastic.com/product/3910010/,,9095910,سطل نخل بزرگ شفاف,12
359001020,جا مایع دلسا,,محصول نهایی,کارتن,0,0,580,387,193,24,3590010,https://ashkanplastic.com/product/3590010/,,7026010,سطل نخل سوپر اشکان,12
362001010,جااسکاجی دو قلوی اشکان الوان,,محصول نهایی,بسته,0,193,179,366,6,48,3620010,https://ashkanplastic.com/product/3620010/,,7096910,سطل نخل سوپر شفاف,12
362001001,جااسکاجی دو قلوی اشکان صورتی,,محصول نهایی,بسته,0,0,0.125,0.041667,0.083333,48,3620010,https://ashkanplastic.com/product/3620010/,,7660010,سینی روشا 2000,24
362001007,جااسکاجی دو قلوی اشکان کرپ,,محصول نهایی,بسته,0,0,0.0625,0,0.0625,48,3620010,https://ashkanplastic.com/product/3620010/,,7660012,سینی روشا 4000,18
362001009,جااسکاجی دو قلوی اشکان وانیلی,,محصول نهایی,بسته,0,0,0.0625,0,0.0625,48,3620010,https://ashkanplastic.com/product/3620010/,,7660014,سینی روشا 6000,12
329001108,جابرنجی 10 کیلوگرمی نیکا,,محصول نهایی,کارتن,0,369,734.166667,994.166667,109,6,3290011,https://ashkanplastic.com/product/3290011/,,7660016,سینی روشا 8000,12
329001008,جابرنجی 5 کیلوگرمی نیکا,,محصول نهایی,کارتن,0,106,768.916667,691.916667,183,12,3290010,https://ashkanplastic.com/product/3290010/,,8520010,شکرپاش اشکان,24
383091010,جاپودری اپل تاپ شفاف درب الوان,,محصول نهایی,بسته,0,128,372.027778,282.027778,218,36,3830910,https://ashkanplastic.com/product/3830910/,,8585010,شکرپاش بزرگ هما,36
382091010,جاپودری اشکان شفاف الوان,,محصول نهایی,بسته,0,158,0.041667,110.041667,48,24,3820910,https://ashkanplastic.com/product/3820910/,,8590010,شکرپاش سانا مدل 1102,48
269301120,جاحبوبات پارمیس1,,محصول نهایی,کارتن,0,0,291,247,44,48,2693011,https://ashkanplastic.com/product/2693011/,,8583010,شکرپاش کوچک هما,48
269401120,جاحبوبات پارمیس2,,محصول نهایی,کارتن,0,0,352,224,128,36,2694011,https://ashkanplastic.com/product/2694011/,,6510050,صافی سینک سیب 1,72
269501120,جاحبوبات پارمیس3,,محصول نهایی,کارتن,0,0,382,374,8,24,2695011,https://ashkanplastic.com/product/2695011/,,6510052,صافی سینک سیب 2,48
269501010,جاحبوباتی بزرگ نیکا درب الوان,,محصول نهایی,کارتن,0,545,70.111111,220.111111,395,18,2695010,https://ashkanplastic.com/product/2695010/,,6510054,صافی سینک سیب 3,48
269301010,جاحبوباتی کوچک نیکا درب الوان,,محصول نهایی,کارتن,0,235,173.138889,241.138889,167,36,2693010,https://ashkanplastic.com/product/2693010/,,4810010,صندلی حمام سیب,18
263011010,جاحبوباتی گرد اپل تاپ 2 دوعددی الوان,,محصول نهایی,بسته,0,0,0.083333,0.083333,0,24,2630110,https://ashkanplastic.com/product/2630110/,,3197310,ظرف فریزری تخت ماهان (2عددی),12
269401010,جاحبوباتی متوسط نیکا درب الوان,,محصول نهایی,کارتن,0,259,80.055556,168.055556,171,18,2694010,https://ashkanplastic.com/product/2694010/,,3197910,ظرف فریزری سایز 1 ماهان (2عددی),48
269554008,جاحبوباتی مربع درب چوبی دلسا بزرگ,,محصول نهایی,کارتن,0,1,0.111111,0.111111,1,,2695540,https://ashkanplastic.com/product/2695540/,,3197920,ظرف فریزری سایز 2 ماهان (2عددی),36
499801010,جارو دستی تکی الوان نپتون,-,محصول نهایی,بسته,0,73,416.020833,488.395833,0.625,48,4998010,https://ashkanplastic.com/product/4998010/,,3197930,ظرف فریزری سایز 3 ماهان (2عددی),24
499801902,جارو دستی تکی نپتون طوسی,,محصول نهایی,بسته,0,0,0.016667,0.016667,0,,4998019,https://ashkanplastic.com/product/4998019/,,3197940,ظرف فریزری سایز 4 ماهان (2عددی),12
499701001,جارو دستی دو قلو نپتون صورتی,,محصول نهایی,بسته,0,0,0.016667,0.016667,0,,4997010,https://ashkanplastic.com/product/4997010/,,3150011,ظرف فریزری شاندیز 3,24
499701002,جارو دستی دو قلو نپتون طوسی,,محصول نهایی,بسته,0,0,0.016667,0.016667,0,,4997010,https://ashkanplastic.com/product/4997010/,,3158310,ظرف فریزری شاندیز تخت,24
499701110,جارو دستی دوقلو  الوان نپتون,,محصول نهایی,بسته,0,37,985.027778,1022.027778,0,36,4997011,https://ashkanplastic.com/product/4997011/,,4649010,فایل کوچک دلسا 503,6
403001010,جاقاشقی اپل تاپ الوان,,محصول نهایی,بسته,0,39,299,169,169,24,4030010,https://ashkanplastic.com/product/4030010/,,3100430,فریزری دلسا با سبد 1/5 لیتری,24
409003010,جاقاشقی چند منظوره نیکا الوان,,محصول نهایی,کارتن,0,0,568,362,206,36,4090030,https://ashkanplastic.com/product/4090030/,,3167810,فریزری دو رنگ روشا 1(2عددی),36
409003002,جاقاشقی چند منظوره نیکا طوسی,,محصول نهایی,کارتن,0,158,0,158,0,36,4090030,https://ashkanplastic.com/product/4090030/,,3157012,فریزری شاندیز ۱دو عددی,48
409003007,جاقاشقی چند منظوره نیکا کرپ,,محصول نهایی,کارتن,0,4,0,4,0,36,4090030,https://ashkanplastic.com/product/4090030/,,3170411,فریزری مستطیل گلرو 1(2عددی),36
409003009,جاقاشقی چند منظوره نیکا وانیلی,,محصول نهایی,کارتن,0,47,0,47,0,36,4090030,https://ashkanplastic.com/product/4090030/,,3170414,فریزری مستطیل گلرو 3,24
409081010,جاقاشقی دو رنگ حصیر بافت الوان,,محصول نهایی,کارتن,0,0,960,813,147,18,4090810,https://ashkanplastic.com/product/4090810/,,3100420,فریزری همه کاره دلسا مدل 203 1.5 لیتری درب دار,36
409081003,جاقاشقی دو رنگ حصیر بافت سفید,,محصول نهایی,کارتن,0,156,0,103,53,18,4090810,https://ashkanplastic.com/product/4090810/,,8480010,قندان هما,36
409081002,جاقاشقی دو رنگ حصیر بافت طوسی,,محصول نهایی,کارتن,0,0,102.444444,102.444444,0,18,4090810,https://ashkanplastic.com/product/4090810/,,8810011,قیف سیب 10,96
409081017,جاقاشقی دو رنگ حصیر بافت موکا,,محصول نهایی,کارتن,0,0,66,66,0,18,4090810,https://ashkanplastic.com/product/4090810/,,8810013,قیف سیب 12,96
409081009,جاقاشقی دو رنگ حصیر بافت وانیلی,,محصول نهایی,کارتن,0,55,55,110,0,18,4090810,https://ashkanplastic.com/product/4090810/,,8810015,قیف سیب 18,96
409002010,جاقاشقی کابینتی پارمیس الوان,,محصول نهایی,کارتن,0,0,419,258,161,8,4090020,https://ashkanplastic.com/product/4090020/,,8810016,قیف سیب 20,72
409002002,جاقاشقی کابینتی پارمیس طوسی,,محصول نهایی,کارتن,0,31,61.125,92.125,0,8,4090020,https://ashkanplastic.com/product/4090020/,,8810018,قیف سیب 24,72
409002007,جاقاشقی کابینتی پارمیس کرپ,,محصول نهایی,کارتن,0,1,0,0,1,8,4090020,https://ashkanplastic.com/product/4090020/,,3460711,کاسه تک رنگ روشا 1,72
409002017,جاقاشقی کابینتی پارمیس موکا,,محصول نهایی,کارتن,0,64,45.25,109.25,0,8,4090020,https://ashkanplastic.com/product/4090020/,,‎3460713,کاسه تک رنگ روشا 2,48
409002009,جاقاشقی کابینتی پارمیس وانیلی,,محصول نهایی,کارتن,0,92,1.125,91.125,2,8,4090020,https://ashkanplastic.com/product/4090020/,,3460715,کاسه تک رنگ روشا 3,48
402001010,جاقاشقی مدرن اشکان الوان,,محصول نهایی,بسته,0,0,0.041667,0.041667,0,,4020010,https://ashkanplastic.com/product/4020010/,,3460910,کاسه دو رنگ روشا 1 (شفاف),72
439891008,جانانی آس 1,,محصول نهایی,کارتن,0,322,854.25,822.25,354,12,4398910,https://ashkanplastic.com/product/4398910/,,3460912,کاسه دو رنگ روشا 2 (شفاف),48
439891108,جانانی آس 2,,محصول نهایی,کارتن,0,273,862.833334,879.833334,256,12,4398911,https://ashkanplastic.com/product/4398911/,,3460914,کاسه دو رنگ روشا 3 (شفاف),48
439891208,جانانی آس 3,,محصول نهایی,کارتن,0,143,970.166667,752.666667,360.5,6,4398912,https://ashkanplastic.com/product/4398912/,,3410010,کاسه سیب کریستال,72
212001010,جایخی الوان درب شفاف اشکان,,محصول نهایی,کارتن,0,172,703,707,168,48,2120010,https://ashkanplastic.com/product/2120010/,,5570010,گلدان گلرو 1 (14*15) با زیرگلدانی,24
219001010,جایخی برفک پک 2 عددی الوان,,محصول نهایی,کارتن,0,85,719,608,196,24,2190010,https://ashkanplastic.com/product/2190010/,,5570028,گلدان گلرو 10 با زیرگلدانی,6
442001010,جعبه ابزار همه کاره اشکان الوان,,محصول نهایی,بسته,0,108,680.833333,484.833333,304,12,4420010,https://ashkanplastic.com/product/4420010/,,5570012,گلدان گلرو 2 (16*18) با زیرگلدانی,24
442001008,جعبه ابزار همه کاره اشکان شفاف,,محصول نهایی,بسته,0,0,0.333333,0.333333,0,12,4420010,https://ashkanplastic.com/product/4420010/,,5570014,گلدان گلرو 3 (19*21) با زیرگلدانی,24
442001002,جعبه ابزار همه کاره اشکان طوسی,,محصول نهایی,بسته,0,0,0.499999,0.499999,0,12,4420010,https://ashkanplastic.com/product/4420010/,,5570016,گلدان گلرو 4 (23*25) با زیرگلدانی,12
454003010,جعبه نظم دهنده سه پارچه دایانا الوان,اشکان,محصول نهایی,کارتن,0,101,0,38,63,24,4540030,https://ashkanplastic.com/product/4540030/,,5570018,گلدان گلرو 5 (26*30) با زیرگلدانی,12
454001001,جعبه همه کاره دایانا بدون درب 1 صورتی,,محصول نهایی,بسته,0,64,0.305556,28.305556,36,36,4540010,https://ashkanplastic.com/product/4540010/,,5570020,گلدان گلرو 6 (31*35) با زیرگلدانی,12
454001002,جعبه همه کاره دایانا بدون درب 1 طوسی,,محصول نهایی,بسته,0,23,166.055556,117.055556,72,36,4540010,https://ashkanplastic.com/product/4540010/,,5570022,گلدان گلرو 7 (36*41) با زیرگلدانی,6
454001007,جعبه همه کاره دایانا بدون درب 1 کرپ,,محصول نهایی,بسته,0,0,65.166667,14.166667,51,36,4540010,https://ashkanplastic.com/product/4540010/,,5570024,گلدان گلرو 8 (41*49) با زیرگلدانی,6
454001017,جعبه همه کاره دایانا بدون درب 1 موکا,,محصول نهایی,بسته,0,4,133.027778,93.027778,44,36,4540010,https://ashkanplastic.com/product/4540010/,,5570026,گلدان گلرو 9 (47*59) با زیرگلدانی,6
454001009,جعبه همه کاره دایانا بدون درب 1 وانیلی,,محصول نهایی,بسته,0,102,0,56,46,36,4540010,https://ashkanplastic.com/product/4540010/,,5570013,گلدان گلرو مینی با زیرگلدانی,60
454001201,جعبه همه کاره دایانا بدون درب 2 صورتی,,محصول نهایی,بسته,0,23,0.041667,18.041667,5,24,4540012,https://ashkanplastic.com/product/4540012/,,5570011,گلدان گلرو نقلی با زیرگلدانی,96
454001202,جعبه همه کاره دایانا بدون درب 2 طوسی,,محصول نهایی,بسته,0,14,208.458333,155.458333,67,24,4540012,https://ashkanplastic.com/product/4540012/,,8990010,گیره آویز صدف,72
454001207,جعبه همه کاره دایانا بدون درب 2 کرپ,,محصول نهایی,بسته,0,5,81.541667,24.541667,62,24,4540012,https://ashkanplastic.com/product/4540012/,,8090024,لگن 10000 زیبا,12
454001217,جعبه همه کاره دایانا بدون درب 2 موکا,,محصول نهایی,بسته,0,95,135.083334,152.083334,78,24,4540012,https://ashkanplastic.com/product/4540012/,,8090022,لگن 12000 زیبا,12
454001209,جعبه همه کاره دایانا بدون درب 2 وانیلی,,محصول نهایی,بسته,0,30,56.250001,41.250001,45,24,4540012,https://ashkanplastic.com/product/4540012/,,8090032,لگن 2000 زیبا,36
454001401,جعبه همه کاره دایانا بدون درب 3 صورتی,,محصول نهایی,بسته,0,32,0.125,18.125,14,24,4540014,https://ashkanplastic.com/product/4540014/,,8090030,لگن 4000 زیبا,36
454001402,جعبه همه کاره دایانا بدون درب 3 طوسی,,محصول نهایی,بسته,0,0,189.541667,101.541667,88,24,4540014,https://ashkanplastic.com/product/4540014/,,8090028,لگن 6000 زیبا,24
454001407,جعبه همه کاره دایانا بدون درب 3 کرپ,,محصول نهایی,بسته,0,0,81.833334,7.833334,74,24,4540014,https://ashkanplastic.com/product/4540014/,,8090026,لگن 8000 زیبا,24
454001417,جعبه همه کاره دایانا بدون درب 3 موکا,,محصول نهایی,بسته,0,50,177.041667,149.041667,78,24,4540014,https://ashkanplastic.com/product/4540014/,,8030012,لگن اپل تاپ 2000,72
454001409,جعبه همه کاره دایانا بدون درب 3 وانیلی,,محصول نهایی,بسته,0,27,79.458333,48.458333,58,24,4540014,https://ashkanplastic.com/product/4540014/,,8030014,لگن اپل تاپ 4000,48
454001610,جعبه همه کاره دایانا بدون درب 4 الوان,,محصول نهایی,بسته,0,0,151,121,30,12,4540016,https://ashkanplastic.com/product/4540016/,,8030016,لگن اپل تاپ 6000,36
454001601,جعبه همه کاره دایانا بدون درب 4 صورتی,,محصول نهایی,بسته,0,18,0,4,14,12,4540016,https://ashkanplastic.com/product/4540016/,,8030018,لگن اپل تاپ 8000,24
454001602,جعبه همه کاره دایانا بدون درب 4 طوسی,,محصول نهایی,بسته,0,0,0.5,0.5,0,12,4540016,https://ashkanplastic.com/product/4540016/,,8090010,لگن نیما 1,36
454001607,جعبه همه کاره دایانا بدون درب 4 کرپ,,محصول نهایی,بسته,0,20,0,20,0,12,4540016,https://ashkanplastic.com/product/4540016/,,8090012,لگن نیما 2,36
454001617,جعبه همه کاره دایانا بدون درب 4 موکا,,محصول نهایی,کارتن,0,30,0.166666,30.166666,0,12,4540016,https://ashkanplastic.com/product/4540016/,,8090014,لگن نیما 3,24
454001609,جعبه همه کاره دایانا بدون درب 4 وانیلی,,محصول نهایی,بسته,0,51,0,23,28,12,4540016,https://ashkanplastic.com/product/4540016/,,8090016,لگن نیما 4,24
444001001,جعبه همه کاره دایانا درب دار 1 صورتی,,محصول نهایی,بسته,0,32,0,1,31,48,4440010,https://ashkanplastic.com/product/4440010/,,8090018,لگن نیما 5,12
444001002,جعبه همه کاره دایانا درب دار 1 طوسی,,محصول نهایی,بسته,0,63,0,40,23,48,4440010,https://ashkanplastic.com/product/4440010/,,8090020,لگن نیما 6,12
444001007,جعبه همه کاره دایانا درب دار 1 کرپ,,محصول نهایی,بسته,0,34,0,8,26,48,4440010,https://ashkanplastic.com/product/4440010/,,8092010,لگن نیما مینی,48
444001017,جعبه همه کاره دایانا درب دار 1 موکا,,محصول نهایی,بسته,0,57,0.020833,28.020833,29,48,4440010,https://ashkanplastic.com/product/4440010/,,2390810,لیوان 2رنگ توپی,96
444001009,جعبه همه کاره دایانا درب دار 1 وانیلی,,محصول نهایی,بسته,0,38,0,20,18,48,4440010,https://ashkanplastic.com/product/4440010/,,2310810,لیوان 2رنگ سیب,96
444001201,جعبه همه کاره دایانا درب دار 2 صورتی,,محصول نهایی,کارتن,0,16,0.666667,7.666667,9,18,4440012,https://ashkanplastic.com/product/4440012/,,2390812,لیوان 2رنگ گلبرگ اشکان,96
444001202,جعبه همه کاره دایانا درب دار 2 طوسی,,محصول نهایی,کارتن,0,14,60,40,34,18,4440012,https://ashkanplastic.com/product/4440012/,,2390010,لیوان الماس,96
444001207,جعبه همه کاره دایانا درب دار 2 کرپ,,محصول نهایی,کارتن,0,36,0.055556,11.055556,25,18,4440012,https://ashkanplastic.com/product/4440012/,,2395010,لیوان بهنوش عکس دار بزرگ,108
444001217,جعبه همه کاره دایانا درب دار 2 موکا,,محصول نهایی,کارتن,0,79,0,29,50,18,4440012,https://ashkanplastic.com/product/4440012/,,2393010,لیوان بهنوش عکس دار کوچک,192
444001209,جعبه همه کاره دایانا درب دار 2 وانیلی,,محصول نهایی,کارتن,0,44,20.055556,16.055556,48,18,4440012,https://ashkanplastic.com/product/4440012/,,2390610,لیوان دسته دار گلبرگ,96
444001401,جعبه همه کاره دایانا درب دار 3 صورتی,,محصول نهایی,کارتن,0,21,0,9,12,18,4440014,https://ashkanplastic.com/product/4440014/,,2387610,لیوان کودک هما,192
444001402,جعبه همه کاره دایانا درب دار 3 طوسی,,محصول نهایی,کارتن,0,61,0,20,41,18,4440014,https://ashkanplastic.com/product/4440014/,,2390020,لیوان موج مدل 103 شفاف,48
444001407,جعبه همه کاره دایانا درب دار 3 کرپ,,محصول نهایی,کارتن,0,36,0,8,28,18,4440014,https://ashkanplastic.com/product/4440014/,,2390050,لیوان نی دار بهنوش بزرگ,48
444001417,جعبه همه کاره دایانا درب دار 3 موکا,,محصول نهایی,کارتن,0,63,0,26,37,18,4440014,https://ashkanplastic.com/product/4440014/,,2394050,لیوان نی دار بهنوش متوسط,48
444001409,جعبه همه کاره دایانا درب دار 3 وانیلی,,محصول نهایی,کارتن,0,46,0,9,37,18,4440014,https://ashkanplastic.com/product/4440014/,,4720010,مگس کش اشکان,192
444001802,جعبه همه کاره دایانا درب دار 4 طوسی,,محصول نهایی,کارتن,0,21,60,24,57,12,4440018,https://ashkanplastic.com/product/4440018/,,4710010,مگس کش سیب,192
444001807,جعبه همه کاره دایانا درب دار 4 کرپ,,محصول نهایی,کارتن,0,49,60,6,103,12,4440018,https://ashkanplastic.com/product/4440018/,,4540020,نظم دهنده دایانا,24
444001817,جعبه همه کاره دایانا درب دار 4 موکا,,محصول نهایی,کارتن,0,23,0,23,0,12,4440018,https://ashkanplastic.com/product/4440018/,,8620010,نمکپاش چند منظوره اشکان,192
444001809,جعبه همه کاره دایانا درب دار 4 وانیلی,,محصول نهایی,کارتن,0,38,0,9,29,12,4440018,https://ashkanplastic.com/product/4440018/,,8690010,نمکدان الماس,384
454201610,جعبه همه کاره دایانا مینی بدون درب الوان,,محصول نهایی,بسته,0,42,200,143,99,24,4542016,https://ashkanplastic.com/product/4542016/,,8680010,نمکدان هما,180
